,chr,start,end,PhyloP,P,q
16986,2,63053032,63053033,4.977,1.054386896391258e-05,1.7001529628906313e-05
16987,2,63053033,63053034,6.355,4.415704473533121e-07,9.58833066803275e-07
16988,2,63053034,63053035,1.805,0.015667510701081494,0.018716110258117934
16989,2,63053035,63053036,7.008,9.817479430199844e-08,3.1576716718176276e-07
16990,2,63053036,63053037,8.789,1.625548755750485e-09,7.853911032338016e-09
16991,2,63053037,63053038,4.957,1.1040786199020736e-05,1.7749793787626937e-05
16992,2,63053038,63053039,8.896,1.2705741052085393e-09,7.853911032338016e-09
16993,2,63053039,63053040,6.355,4.415704473533121e-07,9.58833066803275e-07
16995,2,63053041,63053042,7.002,9.954054173515275e-08,3.191041637191385e-07
16996,2,63053042,63053043,8.896,1.2705741052085393e-09,7.853911032338016e-09
16997,2,63053043,63053044,-7.517,3.040885025676277e-08,1.082657527087051e-07
16998,2,63053044,63053045,8.789,1.625548755750485e-09,7.853911032338016e-09
16999,2,63053045,63053046,8.789,1.625548755750485e-09,7.853911032338016e-09
17000,2,63053046,63053047,2.39,0.004073802778041126,0.0051309805929554714
17001,2,63053047,63053048,8.896,1.2705741052085393e-09,7.853911032338016e-09
17002,2,63053048,63053049,8.896,1.2705741052085393e-09,7.853911032338016e-09
17003,2,63053049,63053050,-5.907,1.238796586530369e-06,2.125666051708584e-06
17004,2,63053050,63053051,2.028,0.009375620069258801,0.011465512359682926
17005,2,63053051,63053052,8.896,1.2705741052085393e-09,7.853911032338016e-09
17006,2,63053052,63053053,3.008,0.0009817479430199844,0.0013069582510193466
17007,2,63053053,63053054,6.33,4.677351412871981e-07,9.58833066803275e-07
17008,2,63053054,63053055,6.355,4.415704473533121e-07,9.58833066803275e-07
17009,2,63053055,63053056,8.789,1.625548755750485e-09,7.853911032338016e-09
17010,2,63053056,63053057,8.789,1.625548755750485e-09,7.853911032338016e-09
17011,2,63053057,63053058,6.33,4.677351412871981e-07,9.58833066803275e-07
17012,2,63053058,63053059,1.99,0.010232929922807542,0.01247078202890479
17013,2,63053059,63053060,5.928,1.1803206356517298e-06,2.0377352263342727e-06
17014,2,63053060,63053061,6.355,4.415704473533121e-07,9.58833066803275e-07
17016,2,63053062,63053063,7.113,7.709034690644293e-08,2.658981044708125e-07
17017,2,63053063,63053064,6.355,4.415704473533121e-07,9.58833066803275e-07
17019,2,63053065,63053066,8.896,1.2705741052085393e-09,7.853911032338016e-09
17020,2,63053066,63053067,6.33,4.677351412871981e-07,9.58833066803275e-07
17022,2,63053068,63053069,8.896,1.2705741052085393e-09,7.853911032338016e-09
17023,2,63053069,63053070,8.896,1.2705741052085393e-09,7.853911032338016e-09
17025,2,63053071,63053072,6.355,4.415704473533121e-07,9.58833066803275e-07
17026,2,63053072,63053073,8.896,1.2705741052085393e-09,7.853911032338016e-09
17027,2,63053073,63053074,-1.594,0.025468302525850407,0.02996370603958063
17028,2,63053074,63053075,8.789,1.625548755750485e-09,7.853911032338016e-09
17029,2,63053075,63053076,6.355,4.415704473533121e-07,9.58833066803275e-07
17030,2,63053076,63053077,6.978,1.0519618738232235e-07,3.3224975166902106e-07
17031,2,63053077,63053078,8.789,1.625548755750485e-09,7.853911032338016e-09
17032,2,63053078,63053079,8.789,1.625548755750485e-09,7.853911032338016e-09
17033,2,63053079,63053080,2.889,0.0012912192736135347,0.0016787145661563327
17034,2,63053080,63053081,6.355,4.415704473533121e-07,9.58833066803275e-07
17035,2,63053081,63053082,6.33,4.677351412871981e-07,9.58833066803275e-07
17037,2,63053083,63053084,8.896,1.2705741052085393e-09,7.853911032338016e-09
17038,2,63053084,63053085,8.896,1.2705741052085393e-09,7.853911032338016e-09
17039,2,63053085,63053086,-1.963,0.010889300933334333,0.013230888516861607
17040,2,63053086,63053087,8.789,1.625548755750485e-09,7.853911032338016e-09
17041,2,63054046,63054047,8.899,1.2618275345906732e-09,7.853911032338016e-09
17042,2,63054047,63054048,2.482,0.003296097121774576,0.004189723871513015
17043,2,63054048,63054049,6.332,4.655860935229591e-07,9.58833066803275e-07
17044,2,63054049,63054050,8.899,1.2618275345906732e-09,7.853911032338016e-09
17046,2,63054051,63054052,8.899,1.2618275345906732e-09,7.853911032338016e-09
17047,2,63054052,63054053,8.899,1.2618275345906732e-09,7.853911032338016e-09
17050,2,63054055,63054056,8.792,1.614358556826487e-09,7.853911032338016e-09
17051,2,63054056,63054057,3.134,0.0007345138681571151,0.0009824002984507663
17052,2,63054057,63054058,6.332,4.655860935229591e-07,9.58833066803275e-07
17053,2,63054058,63054059,6.332,4.655860935229591e-07,9.58833066803275e-07
17054,2,63054059,63054060,2.009,0.009794899854086991,0.01196094949522757
17055,2,63054060,63054061,8.899,1.2618275345906732e-09,7.853911032338016e-09
17056,2,63054061,63054062,6.332,4.655860935229591e-07,9.58833066803275e-07
17057,2,63054062,63054063,7.027,9.397233105646376e-08,3.075932715035059e-07
17058,2,63054063,63054064,2.899,0.0012618275345906706,0.0016440201537925626
17059,2,63054064,63054065,8.792,1.614358556826487e-09,7.853911032338016e-09
17060,2,63054065,63054066,2.143,0.007194489780036998,0.008844364238319382
17061,2,63054066,63054067,4.067,8.570378452303692e-05,0.00012281387695175464
17062,2,63054067,63054068,8.792,1.614358556826487e-09,7.853911032338016e-09
17063,2,63054068,63054069,1.573,0.026730064086633115,0.031387404036502455
17064,2,63054069,63054070,8.792,1.614358556826487e-09,7.853911032338016e-09
17065,2,63054070,63054071,6.332,4.655860935229591e-07,9.58833066803275e-07
17067,2,63054072,63054073,8.899,1.2618275345906732e-09,7.853911032338016e-09
17068,2,63054073,63054074,8.792,1.614358556826487e-09,7.853911032338016e-09
17069,2,63054074,63054075,3.577,0.0002648500138606701,0.0003647973094001848
17070,2,63054075,63054076,6.332,4.655860935229591e-07,9.58833066803275e-07
17071,2,63054076,63054077,8.899,1.2618275345906732e-09,7.853911032338016e-09
17072,2,63054077,63054078,2.329,0.00468813382145265,0.005855424030995303
17073,2,63054078,63054079,6.332,4.655860935229591e-07,9.58833066803275e-07
17074,2,63054079,63054080,8.899,1.2618275345906732e-09,7.853911032338016e-09
17076,2,63054081,63054082,6.358,4.3853069777498606e-07,9.58833066803275e-07
17077,2,63054082,63054083,6.358,4.3853069777498606e-07,9.58833066803275e-07
17078,2,63054083,63054084,3.461,0.0003459393778261221,0.00047019219315437203
17079,2,63054084,63054085,6.332,4.655860935229591e-07,9.58833066803275e-07
17080,2,63054085,63054086,8.899,1.2618275345906732e-09,7.853911032338016e-09
17082,2,63054087,63054088,7.11,7.762471166286912e-08,2.667946382996578e-07
17083,2,63054088,63054089,8.792,1.614358556826487e-09,7.853911032338016e-09
17085,2,63054090,63054091,6.358,4.3853069777498606e-07,9.58833066803275e-07
17086,2,63054091,63054092,8.899,1.2618275345906732e-09,7.853911032338016e-09
17088,2,63054093,63054094,8.899,1.2618275345906732e-09,7.853911032338016e-09
17089,2,63054094,63054095,6.332,4.655860935229591e-07,9.58833066803275e-07
17091,2,63054096,63054097,4.151,7.063175542629623e-05,0.00010255344789436768
17092,2,63054097,63054098,6.358,4.3853069777498606e-07,9.58833066803275e-07
17093,2,63054098,63054099,4.913,1.221799660164871e-05,1.9458921029313227e-05
17094,2,63054099,63054100,8.792,1.614358556826487e-09,7.853911032338016e-09
17095,2,63054100,63054101,6.332,4.655860935229591e-07,9.58833066803275e-07
17096,2,63054101,63054102,2.122,0.007550922276654342,0.0092754979672094
17097,2,63054102,63054103,8.792,1.614358556826487e-09,7.853911032338016e-09
17098,2,63054103,63054104,6.358,4.3853069777498606e-07,9.58833066803275e-07
17099,2,63054104,63054105,1.632,0.023334580622810033,0.027535003401668718
17100,2,63054105,63054106,7.089,8.147042840208388e-08,2.765414698711098e-07
17101,2,63054106,63054107,6.358,4.3853069777498606e-07,9.58833066803275e-07
17102,2,63054107,63054108,-2.993,0.001016248692870696,0.0013505757577228258
17103,2,63054108,63054109,8.792,1.614358556826487e-09,7.853911032338016e-09
17104,2,63054109,63054110,6.332,4.655860935229591e-07,9.58833066803275e-07
17105,2,63054110,63054111,2.467,0.003411929116219285,0.004332145092839519
17106,2,63054111,63054112,8.792,1.614358556826487e-09,7.853911032338016e-09
17107,2,63054112,63054113,8.899,1.2618275345906732e-09,7.853911032338016e-09
17109,2,63054114,63054115,8.899,1.2618275345906732e-09,7.853911032338016e-09
17110,2,63054115,63054116,6.358,4.3853069777498606e-07,9.58833066803275e-07
17112,2,63054117,63054118,6.358,4.3853069777498606e-07,9.58833066803275e-07
17113,2,63054118,63054119,6.358,4.3853069777498606e-07,9.58833066803275e-07
17115,2,63054120,63054121,8.792,1.614358556826487e-09,7.853911032338016e-09
17116,2,63054121,63054122,8.899,1.2618275345906732e-09,7.853911032338016e-09
17118,2,63054123,63054124,6.332,4.655860935229591e-07,9.58833066803275e-07
17119,2,63054124,63054125,6.332,4.655860935229591e-07,9.58833066803275e-07
17120,2,63054125,63054126,5.805,1.5667510701081502e-06,2.6121026458680124e-06
17121,2,63054126,63054127,6.332,4.655860935229591e-07,9.58833066803275e-07
17122,2,63054127,63054128,8.899,1.2618275345906732e-09,7.853911032338016e-09
17124,2,63054129,63054130,5.922,1.1967405313072443e-06,2.0605938850696735e-06
17125,2,63054130,63054131,8.792,1.614358556826487e-09,7.853911032338016e-09
17127,2,63054132,63054133,6.358,4.3853069777498606e-07,9.58833066803275e-07
17128,2,63054133,63054134,6.332,4.655860935229591e-07,9.58833066803275e-07
17129,2,63054134,63054135,4.978,1.0519618738232235e-05,1.6963834048888558e-05
17130,2,63054135,63054136,8.899,1.2618275345906732e-09,7.853911032338016e-09
17131,2,63054136,63054137,8.899,1.2618275345906732e-09,7.853911032338016e-09
17133,2,63054138,63054139,8.792,1.614358556826487e-09,7.853911032338016e-09
17134,2,63054139,63054140,6.332,4.655860935229591e-07,9.58833066803275e-07
17135,2,63054140,63054141,2.547,0.002837919028441555,0.003619868770582507
17136,2,63054141,63054142,6.332,4.655860935229591e-07,9.58833066803275e-07
17137,2,63054142,63054143,6.358,4.3853069777498606e-07,9.58833066803275e-07
17138,2,63054143,63054144,2.371,0.0042559841313374305,0.005349350278983363
17139,2,63054144,63054145,6.358,4.3853069777498606e-07,9.58833066803275e-07
17140,2,63054145,63054146,6.358,4.3853069777498606e-07,9.58833066803275e-07
17141,2,63054146,63054147,1.882,0.013121998990192035,0.015827968631199438
17142,2,63054147,63054148,6.332,4.655860935229591e-07,9.58833066803275e-07
17143,2,63054148,63054149,6.358,4.3853069777498606e-07,9.58833066803275e-07
17144,2,63054149,63054150,8.792,1.614358556826487e-09,7.853911032338016e-09
17145,2,63054150,63054151,7.105,7.85235634610071e-08,2.686492423671232e-07
17146,2,63054151,63054152,8.792,1.614358556826487e-09,7.853911032338016e-09
17147,2,63054152,63054153,-2.345,0.0045185594437492215,0.005658895411582358
17148,2,63054153,63054154,8.792,1.614358556826487e-09,7.853911032338016e-09
17149,2,63054154,63054155,6.332,4.655860935229591e-07,9.58833066803275e-07
17150,2,63054155,63054156,3.541,0.00028773984147356695,0.00039523318528933676
17151,2,63054156,63054157,8.792,1.614358556826487e-09,7.853911032338016e-09
17152,2,63054157,63054158,6.332,4.655860935229591e-07,9.58833066803275e-07
17153,2,63054158,63054159,2.02,0.009549925860214359,0.011671331227616304
17154,2,63054159,63054160,8.792,1.614358556826487e-09,7.853911032338016e-09
17155,2,63054160,63054161,6.358,4.3853069777498606e-07,9.58833066803275e-07
17156,2,63054161,63054162,6.994,1.0139113857366799e-07,3.230129292623016e-07
17157,2,63054162,63054163,8.762,1.7298163592150997e-09,7.853911032338016e-09
17158,2,63054163,63054164,8.869,1.352072563194278e-09,7.853911032338016e-09
17160,2,63054165,63054166,8.869,1.352072563194278e-09,7.853911032338016e-09
17161,2,63054166,63054167,6.336,4.613175745603791e-07,9.58833066803275e-07
17162,2,63054167,63054168,4.218,6.053408747539136e-05,8.882078807516672e-05
17163,2,63054168,63054169,6.311,4.886523593428337e-07,9.58833066803275e-07
17164,2,63054169,63054170,6.311,4.886523593428337e-07,9.58833066803275e-07
17165,2,63054170,63054171,4.378,4.1879356511791825e-05,6.181751660027091e-05
17166,2,63054171,63054172,6.268,5.395106225151279e-07,9.831947730398006e-07
17167,2,63054172,63054173,6.293,5.093308710571953e-07,9.6140606188734e-07
17168,2,63054173,63054174,5.812,1.5417004529495584e-06,2.5727647332158837e-06
17169,2,63054174,63054175,6.269,5.382697825162881e-07,9.815775071716556e-07
17170,2,63054175,63054176,6.269,5.382697825162881e-07,9.815775071716556e-07
17172,2,63054177,63054178,2.021,0.009527961640236522,0.01164521990012061
17173,2,63054178,63054179,6.295,5.069907082747045e-07,9.6140606188734e-07
17174,2,63054179,63054180,4.07,8.51138038202376e-05,0.00012204038994667254
17175,2,63054180,63054181,8.809,1.5523870099580849e-09,7.853911032338016e-09
17176,2,63054181,63054182,8.809,1.5523870099580849e-09,7.853911032338016e-09
17177,2,63054182,63054183,-14.155,6.998419960022745e-15,2.7214055856544445e-11
17178,2,63054183,63054184,8.703,1.981527025805101e-09,7.891607939928016e-09
17179,2,63054184,63054185,6.269,5.382697825162881e-07,9.815775071716556e-07
17180,2,63054185,63054186,4.08,8.317637711026709e-05,0.00011942093488073572
17181,2,63054186,63054187,6.295,5.069907082747045e-07,9.6140606188734e-07
17182,2,63054187,63054188,8.809,1.5523870099580849e-09,7.853911032338016e-09
17183,2,63054188,63054189,2.7,0.001995262314968879,0.002556097067268888
17184,2,63054189,63054190,1.771,0.01694337800447329,0.020148629880181908
17185,2,63054190,63054191,8.703,1.981527025805101e-09,7.891607939928016e-09
17186,2,63054191,63054192,1.729,0.018663796908346696,0.02212684166396249
17187,2,63054192,63054193,8.703,1.981527025805101e-09,7.891607939928016e-09
17188,2,63054193,63054194,6.295,5.069907082747045e-07,9.6140606188734e-07
17189,2,63054194,63054195,1.547,0.028379190284415566,0.03327162305233308
17190,2,63054195,63054196,8.809,1.5523870099580849e-09,7.853911032338016e-09
17191,2,63054196,63054197,6.269,5.382697825162881e-07,9.815775071716556e-07
17192,2,63054197,63054198,8.703,1.981527025805101e-09,7.891607939928016e-09
17193,2,63055500,63055501,8.723,1.892343618644972e-09,7.853911032338016e-09
17194,2,63055501,63055502,6.299,5.023425895223867e-07,9.600950524018248e-07
17196,2,63055503,63055504,4.694,2.0230191786782718e-05,3.054322246547728e-05
17197,2,63055504,63055505,6.967,1.0789467222298297e-07,3.384087936814741e-07
17198,2,63055505,63055506,8.718,1.914255925021086e-09,7.853911032338016e-09
17199,2,63055506,63055507,4.693,2.027682719521284e-05,3.059937528380342e-05
17200,2,63055507,63055508,4.687,2.0558905959841406e-05,3.0960174159801444e-05
17201,2,63055508,63055509,4.197,6.353309318517436e-05,9.29966070013811e-05
17202,2,63055509,63055510,6.275,5.308844442309879e-07,9.74047961610182e-07
17203,2,63055510,63055511,6.275,5.308844442309879e-07,9.74047961610182e-07
17204,2,63055511,63055512,5.813,1.5381546403030357e-06,2.568170087712488e-06
17205,2,63055512,63055513,4.668,2.147830474130533e-05,3.2140589477811094e-05
17206,2,63055513,63055514,3.673,0.00021232444620002193,0.0002950206680102213
17207,2,63055514,63055515,2.406,0.003926449353995997,0.004953731411961856
17208,2,63055515,63055516,8.826,1.4927944095789944e-09,7.853911032338016e-09
17209,2,63055516,63055517,8.72,1.9054607179632444e-09,7.853911032338016e-09
17211,2,63055518,63055519,5.919,1.2050359403717986e-06,2.073775339763576e-06
17212,2,63055519,63055520,8.723,1.892343618644972e-09,7.853911032338016e-09
17214,2,63055521,63055522,8.723,1.892343618644972e-09,7.853911032338016e-09
17215,2,63055522,63055523,8.829,1.4825180851459515e-09,7.853911032338016e-09
17216,2,63055523,63055524,4.149,7.095777679633887e-05,0.00010298835878256321
17217,2,63055524,63055525,6.281,5.236004365857506e-07,9.6780713837216e-07
17218,2,63055525,63055526,6.281,5.236004365857506e-07,9.6780713837216e-07
17220,2,63055527,63055528,3.696,0.00020137242498623876,0.0002809474784017968
17221,2,63055528,63055529,6.971,1.0690548792226577e-07,3.364460022131132e-07
17222,2,63055529,63055530,4.23,5.888436553555884e-05,8.648502183924086e-05
17223,2,63055530,63055531,7.055,8.810488730080147e-08,2.95094457155811e-07
17224,2,63055531,63055532,8.721,1.9010782799232997e-09,7.853911032338016e-09
17226,2,63055533,63055534,8.827,1.4893610777109153e-09,7.853911032338016e-09
17227,2,63055534,63055535,4.67,2.1379620895022323e-05,3.2005233220043046e-05
17228,2,63055535,63055536,2.403,0.003953666200681279,0.0049864512156101515
17229,2,63055536,63055537,8.827,1.4893610777109153e-09,7.853911032338016e-09
17230,2,63055537,63055538,6.281,5.236004365857506e-07,9.6780713837216e-07
17231,2,63055538,63055539,3.309,0.0004909078761526029,0.0006602145559960613
17232,2,63055539,63055540,8.782,1.6519617982290149e-09,7.853911032338016e-09
17233,2,63055540,63055541,6.25,5.62341325190349e-07,1.0109664711674484e-06
17234,2,63055541,63055542,4.798,1.59220872705117e-05,2.499783129849475e-05
17235,2,63055542,63055543,8.782,1.6519617982290149e-09,7.853911032338016e-09
17236,2,63055543,63055544,6.25,5.62341325190349e-07,1.0109664711674484e-06
17237,2,63055544,63055545,4.813,1.5381546403030356e-05,2.4168692962188397e-05
17238,2,63055545,63055546,6.25,5.62341325190349e-07,1.0109664711674484e-06
17239,2,63055546,63055547,5.757,1.7498466886246583e-06,2.896991584377489e-06
17241,2,63055548,63055549,8.678,2.09893988362352e-09,8.142395881343196e-09
17242,2,63055549,63055550,8.678,2.09893988362352e-09,8.142395881343196e-09
17244,2,63055551,63055552,2.269,0.005382697825162881,0.006664700618648787
17247,2,63055554,63055555,8.678,2.09893988362352e-09,8.142395881343196e-09
17248,2,63055555,63055556,8.678,2.09893988362352e-09,8.142395881343196e-09
17250,2,63055557,63055558,2.261,0.005482769649208536,0.006780833934836306
17251,2,63055558,63055559,7.01,9.772372209558111e-08,3.1488934847603305e-07
17253,2,63055560,63055561,6.249,5.636376558259549e-07,1.0126415581430457e-06
17254,2,63055561,63055562,6.249,5.636376558259549e-07,1.0126415581430457e-06
17255,2,63055562,63055563,2.25,0.005623413251903491,0.006946380168790316
17256,2,63055563,63055564,4.64,2.290867652767775e-05,3.4139142923862835e-05
17257,2,63055564,63055565,3.424,0.0003767037989839089,0.0005100454013679764
17258,2,63055565,63055566,2.942,0.0011428783347897712,0.0015010121226234478
17259,2,63055566,63055567,4.954,1.111731727281592e-05,1.7858063428235287e-05
17260,2,63055567,63055568,6.928,1.1803206356517298e-07,3.6490656891360444e-07
17261,2,63055568,63055569,2.284,0.005199959965335162,0.006449529319087239
17262,2,63055569,63055570,8.781,1.655769963469526e-09,7.853911032338016e-09
17263,2,63055570,63055571,8.781,1.655769963469526e-09,7.853911032338016e-09
17264,2,63055571,63055572,-2.088,0.008165823713585922,0.010019444052962961
17265,2,63055572,63055573,6.923,1.193988104464273e-07,3.684874716682359e-07
17266,2,63055573,63055574,4.936,1.1587773561551262e-05,1.8541772805303364e-05
17267,2,63055574,63055575,2.831,0.0014757065332758946,0.001902410961840818
17268,2,63055575,63055576,6.249,5.636376558259549e-07,1.0126415581430457e-06
17269,2,63055576,63055577,6.249,5.636376558259549e-07,1.0126415581430457e-06
17271,2,63055578,63055579,6.249,5.636376558259549e-07,1.0126415581430457e-06
17272,2,63055579,63055580,6.249,5.636376558259549e-07,1.0126415581430457e-06
17273,2,63055580,63055581,2.783,0.0016481623915255085,0.002119112642403813
17274,2,63055581,63055582,6.245,5.688529308438413e-07,1.020596801180844e-06
17275,2,63055582,63055583,6.254,5.571857489319304e-07,1.006256967906699e-06
17276,2,63055583,63055584,3.898,0.0001264736347471151,0.00017953032637717448
17278,2,63055585,63055586,8.781,1.655769963469526e-09,7.853911032338016e-09
17279,2,63055586,63055587,-1.376,0.04207266283844442,0.04857016883789781
17280,2,63055587,63055588,6.275,5.308844442309879e-07,9.74047961610182e-07
17281,2,63055588,63055589,7.034,9.24698173938223e-08,3.058157270944186e-07
17282,2,63055589,63055590,-1.849,0.014157937799570816,0.01702051472435883
17283,2,63055590,63055591,8.779,1.6634126503701697e-09,7.853911032338016e-09
17284,2,63055591,63055592,8.779,1.6634126503701697e-09,7.853911032338016e-09
17285,2,63055592,63055593,-2.571,0.0026853444456585063,0.0034288534876822973
17286,2,63055593,63055594,8.673,2.1232444620002193e-09,8.189296186207154e-09
17287,2,63055594,63055595,3.671,0.00021330449131465773,0.00029629772269992784
17288,2,63055595,63055596,3.432,0.00036982817978026625,0.0005011897469483318
17289,2,63055596,63055597,4.085,8.222426499470712e-05,0.0001181411753097909
17290,2,63055597,63055598,8.673,2.1232444620002193e-09,8.189296186207154e-09
17292,2,63055599,63055600,8.673,2.1232444620002193e-09,8.189296186207154e-09
17293,2,63055600,63055601,6.248,5.649369748123022e-07,1.0137581542478628e-06
17294,2,63055601,63055602,3.344,0.0004528975799036209,0.0006099811336981228
17295,2,63055602,63055603,6.244,5.701642722807478e-07,1.0226664156784666e-06
17296,2,63055603,63055604,8.667,2.152781734724374e-09,8.281862933962407e-09
17297,2,63055604,63055605,4.622,2.387811282913178e-05,3.5529360047203584e-05
17298,2,63055605,63055606,6.269,5.382697825162881e-07,9.815775071716556e-07
17299,2,63055606,63055607,8.779,1.6634126503701697e-09,7.853911032338016e-09
17300,2,63055607,63055608,-1.466,0.03419794425137089,0.03987470045453699
17301,2,63055608,63055609,4.805,1.5667510701081502e-05,2.4604103914152948e-05
17302,2,63055609,63055610,8.673,2.1232444620002193e-09,8.189296186207154e-09
17303,2,63055610,63055611,1.506,0.031188895840939368,0.03646237158531562
17304,2,63055611,63055612,6.269,5.382697825162881e-07,9.815775071716556e-07
17305,2,63055612,63055613,8.779,1.6634126503701697e-09,7.853911032338016e-09
17306,2,63055613,63055614,-2.187,0.006501296903430909,0.00800333770377404
17307,2,63055614,63055615,8.673,2.1232444620002193e-09,8.189296186207154e-09
17308,2,63055615,63055616,6.248,5.649369748123022e-07,1.0137581542478628e-06
17310,2,63055617,63055618,6.248,5.649369748123022e-07,1.0137581542478628e-06
17311,2,63055618,63055619,8.673,2.1232444620002193e-09,8.189296186207154e-09
17312,2,63055619,63055620,3.494,0.0003206269324505464,0.00043759296979053585
17313,2,63055620,63055621,4.639,2.2961486481123607e-05,3.4215219317327276e-05
17314,2,63055621,63055622,8.673,2.1232444620002193e-09,8.189296186207154e-09
17315,2,63055622,63055623,1.972,0.010665961212302578,0.012974116857532471
17316,2,63055623,63055624,8.673,2.1232444620002193e-09,8.189296186207154e-09
17317,2,63055624,63055625,8.673,2.1232444620002193e-09,8.189296186207154e-09
17318,2,63055625,63055626,2.721,0.0019010782799232997,0.0024375273672216247
17319,2,63055626,63055627,8.779,1.6634126503701697e-09,7.853911032338016e-09
17320,2,63055627,63055628,6.248,5.649369748123022e-07,1.0137581542478628e-06
17322,2,63055629,63055630,6.273,5.333348954876213e-07,9.75047519789922e-07
17323,2,63055630,63055631,4.614,2.432204009073816e-05,3.613735484366667e-05
17324,2,63055631,63055632,4.13,7.413102413009176e-05,0.0001071461122629627
17325,2,63055632,63055633,6.248,5.649369748123022e-07,1.0137581542478628e-06
17326,2,63055633,63055634,8.779,1.6634126503701697e-09,7.853911032338016e-09
17328,2,63055635,63055636,8.779,1.6634126503701697e-09,7.853911032338016e-09
17329,2,63055636,63055637,8.779,1.6634126503701697e-09,7.853911032338016e-09
17331,2,63055638,63055639,8.772,1.6904409316432632e-09,7.853911032338016e-09
17332,2,63055639,63055640,8.779,1.6634126503701697e-09,7.853911032338016e-09
17334,2,63055641,63055642,5.785,1.6405897731995388e-06,2.725624793669882e-06
17335,2,63055642,63055643,8.779,1.6634126503701697e-09,7.853911032338016e-09
17336,2,63055643,63055644,-2.01,0.009772372209558112,0.011935688979862955
17337,2,63055644,63055645,8.667,2.152781734724374e-09,8.281862933962407e-09
17338,2,63055645,63055646,6.269,5.382697825162881e-07,9.815775071716556e-07
17340,2,63055647,63055648,4.651,2.2335722228305327e-05,3.3344091468438304e-05
17341,2,63055648,63055649,7.026,9.418895965228418e-08,3.079394556111252e-07
17342,2,63055649,63055650,2.893,0.0012793813041575253,0.0016643256186762187
17343,2,63055650,63055651,4.637,2.3067471887200713e-05,3.436788167837881e-05
17344,2,63055651,63055652,6.926,1.1857687481671597e-07,3.662414896046717e-07
17345,2,63055652,63055653,3.428,0.00037325015779572066,0.0005056509767295288
17346,2,63055653,63055654,6.273,5.333348954876213e-07,9.75047519789922e-07
17347,2,63055654,63055655,8.737,1.8323144223712111e-09,7.853911032338016e-09
17348,2,63055655,63055656,-2.292,0.005105049999754065,0.006336662866778491
17349,2,63055656,63055657,8.632,2.3334580622810043e-09,8.756885756597097e-09
17350,2,63055657,63055658,8.779,1.6634126503701697e-09,7.853911032338016e-09
17352,2,63055659,63055660,6.273,5.333348954876213e-07,9.75047519789922e-07
17353,2,63055660,63055661,8.779,1.6634126503701697e-09,7.853911032338016e-09
17354,2,63055661,63055662,-1.899,0.012618275345906706,0.015245906509474529
17355,2,63055662,63055663,6.273,5.333348954876213e-07,9.75047519789922e-07
17356,2,63055663,63055664,8.779,1.6634126503701697e-09,7.853911032338016e-09
17358,2,63055665,63055666,6.273,5.333348954876213e-07,9.75047519789922e-07
17359,2,63055666,63055667,8.779,1.6634126503701697e-09,7.853911032338016e-09
17360,2,63055667,63055668,-5.863,1.3708817661648523e-06,2.3207709342223094e-06
17361,2,63055668,63055669,6.248,5.649369748123022e-07,1.0137581542478628e-06
17362,2,63055669,63055670,6.926,1.1857687481671597e-07,3.662414896046717e-07
17363,2,63055670,63055671,2.757,0.0017498466886246564,0.0022474745122822827
17364,2,63055671,63055672,6.273,5.333348954876213e-07,9.75047519789922e-07
17365,2,63055672,63055673,8.779,1.6634126503701697e-09,7.853911032338016e-09
17366,2,63055673,63055674,-4.005,9.88553094656939e-05,0.0001410363796552309
17367,2,63055674,63055675,5.761,1.7338039977541374e-06,2.8718990567672254e-06
17368,2,63055675,63055676,1.882,0.013121998990192035,0.015827968631199438
17369,2,63055676,63055677,-2.127,0.0074644875841006686,0.009170480986836175
17370,2,63055677,63055678,6.273,5.333348954876213e-07,9.75047519789922e-07
17371,2,63055678,63055679,8.779,1.6634126503701697e-09,7.853911032338016e-09
17373,2,63055680,63055681,1.391,0.040644332916521274,0.04700498244681913
17374,2,63055681,63055682,8.673,2.1232444620002193e-09,8.189296186207154e-09
17376,2,63055683,63055684,2.748,0.0017864875748520499,0.002293474936800819
17377,2,63055684,63055685,3.428,0.00037325015779572066,0.0005056509767295288
17379,2,63055686,63055687,1.757,0.017498466886246573,0.020776958269880436
17380,2,63055687,63055688,8.754,1.7619760464116309e-09,7.853911032338016e-09
17381,2,63055688,63055689,-3.127,0.0007464487584100669,0.000998225683318449
17382,2,63055689,63055690,2.868,0.0013551894123510365,0.0017555431903751885
17383,2,63055690,63055691,8.754,1.7619760464116309e-09,7.853911032338016e-09
17384,2,63055691,63055692,1.558,0.027669416454115112,0.03245122838203403
17385,2,63055692,63055693,2.83,0.0014791083881682072,0.001906290891631609
17386,2,63055693,63055694,3.582,0.0002618183008218986,0.00036080042688214437
17388,2,63055695,63055696,6.976,1.0568175092136586e-07,3.334583387153711e-07
17389,2,63055696,63055697,8.74,1.8197008586099825e-09,7.853911032338016e-09
17390,2,63055697,63055698,-4.467,3.411929116219288e-05,5.045492683803744e-05
17391,2,63055698,63055699,4.735,1.8407720014689545e-05,2.8497595369504645e-05
17392,2,63055699,63055700,4.061,8.689604292863019e-05,0.0001244673465935875
17394,2,63055701,63055702,8.527,2.971666031738031e-09,1.0862587451604162e-08
17395,2,63055702,63055703,4.451,3.53997341083435e-05,5.232454236494775e-05
17396,2,63055703,63055704,-2.345,0.0045185594437492215,0.005658895411582358
